시설명,시도,시군구,총길이,총폭,경간수,최대경간장,상부구조,설계하중,교통량,준공년도,준공후경과년수
유방2교(강릉1),경기도,용인시,45,7.2,1,45,프리플렉스거더교,DB-24,77863,2011,12
유방2교(인천0),경기도,용인시 처인구,45,16.2,1,45,프리플렉스거더교,DB-24,77863,1994,29
유방2교(인천1),경기도,용인시,45,6.9,1,45,프리플렉스거더교,DB-24,77863,2011,12
유산1교(강릉),경기도,이천시,83,23.7,5,17,RC슬래브교,DB-24,58571,2003,20
유산1교(인천),경기도,이천시,83,19,5,17,RC슬래브교,DB-24,58571,2003,20
유산2교(강릉0),경기도,이천시,30.4,19.4,1,30.4,PSCI거더교,DB-24,58571,2003,20
유산2교(강릉1),경기도,이천군,30.4,6.2,1,30.4,PSCI거더교,DB-24,58571,2011,12
유산2교(인천0),경기도,이천시,30.4,19.4,1,30.4,PSCI거더교,DB-24,58571,2003,20
유산2교(인천1),경기도,이천군,30.4,6.5,1,30.4,PSCI거더교,DB-24,58571,2011,12
유지관리교,경기도,수원시 영통구,46,5.6,1,46,PSCI거더교,DB-24,79286,2015,8
유천교(제천),경기도,안성시,60,11.8,2,30,PSCI거더교,DB-24,29545,2008,15
유천교(평택),경기도,안성시,60,12.5,2,30,PSCI거더교,DB-24,29545,2008,15
율극교(양평),경기도,여주군,175,11.8,5,35,PSCI거더교,DB-24,7736,2010,13
율극교(창원),경기도,여주군,175,12.6,5,35,PSCI거더교,DB-24,7736,2010,13
율생교,경기도,김포시,15,24.4,1,15,라멘교,DB-24,13027,2017,6
율암교(목포),경기도,화성시,40,15.7,1,40,강박스거더교,DB-24,48968,1996,27
율암교(서울),경기도,화성시,40,15.7,1,40,강박스거더교,DB-24,48968,1996,27
율촌교(광주),경기도,여주시,120,11.8,4,30,PSCI거더교,DB-24,21873,2016,7
율촌교(원주),경기도,여주시,105,12.6,3,35,PSCI거더교,DB-24,21873,2016,7
은행1교(성남),경기도,시흥시,25.2,15.6,1,25.2,PSCI거더교,DB-24,54987,1994,29
은행1교(인천),경기도,시흥시,25.2,15.6,1,25.2,PSCI거더교,DB-24,54987,1994,29
은행2교(성남),경기도,시흥시,24,15.6,1,24,PSCI거더교,DB-24,54987,1994,29
은행2교(인천),경기도,시흥시,24,15.6,1,24,PSCI거더교,DB-24,54987,1994,29
은행3교(성남),경기도,시흥시,10,15.6,1,10,라멘교,DB-24,54987,1994,29
은행3교(인천),경기도,시흥시,10,15.6,1,10,라멘교,DB-24,54987,1994,29
음골교(상행),경기도,화성시,330,10.2,7,50,PSC박스거더교,DB-24,12499,2021,2
음골교(하행),경기도,화성시,315,3,7,50,PSC박스거더교,DB-24,12499,2021,2
음섬1교,경기도,화성시,35,24.3,1,35,PSCI거더교,DB-24,38602,2013,10
음섬2교,경기도,화성시,15,24.3,1,15,라멘교,DB-24,38602,2013,10
음양천교(평택),경기도,화성시,30,15.8,1,30,PSCI거더교,DB-24,51000,2009,14
음양천교(화성),경기도,화성시,30.2,15.8,1,30.2,PSCI거더교,DB-24,51000,2009,14
의상교(0),경기도,수원시 영통구,15,31.5,1,15,라멘교,DB-24,82280,1991,32
의상교(강릉1),경기도,수원시 영통구,15,4.6,1,15,라멘교,DB-24,82280,2001,22
의상교(강릉2),경기도,수원시 영통구,28.7,6.8,1,28.7,라멘교,DB-24,82280,2014,9
의상교(인천1),경기도,수원시 영통구,15,3.9,1,15,라멘교,DB-24,82280,2001,22
의상교(인천2),경기도,수원시 영통구,15,3.9,1,15,라멘교,DB-24,82280,2004,19
의상교(인천3),경기도,수원시 영통구,28.7,5.8,1,28.7,라멘교,DB-24,82280,2014,9
의정부IC1교(R-C교),경기도,의정부시,85.9,12.1,2,43,강박스거더교,DB-24,84565,2006,17
의정부IC2교(R-B교),경기도,의정부시,108,12.1,2,54,강박스거더교,DB-24,84565,2006,17
의정부IC3교(R-A2교),경기도,의정부시,160.2,22.8,4,45,강박스거더교,DB-24,84565,2006,17
의정부IC4교(R-E교),경기도,의정부시,179,12.1,4,55,강박스거더교,DB-24,84565,2006,17
의정부IC5교,경기도,의정부시,50,22.8,1,50,강박스거더교,DB-24,84565,2006,17
이동교1교(구리),경기도,포천시,11.6,15.6,1,11.6,라멘교,DB-24,31395,2017,6
이동교1교(구리),경기도,포천시,11.6,15.6,1,10,라멘교,DB-24,31395,2017,6
이동교1교(포천),경기도,포천시,11.6,16.2,1,10,라멘교,DB-24,31395,2017,6
이동교1교(포천),경기도,포천시,11.6,16.2,1,11.6,라멘교,DB-24,31395,2017,6
이동교2교(구리),경기도,포천시,16.9,16,1,15,라멘교,DB-24,27900,2017,6
이동교2교(구리),경기도,포천시,16.9,16,1,16.9,라멘교,DB-24,31395,2017,6
이동교2교(포천),경기도,포천시,16.9,16.6,1,15,라멘교,DB-24,27900,2017,6
이동교2교(포천),경기도,포천시,16.9,16.6,1,16.9,라멘교,DB-24,27900,2017,6
이동교3교(서울),경기도,포천시,105.9,15.9,3,45,PSCI거더교,DB-24,9722,2017,6
이동교3교(양주),경기도,포천시,105.9,16.2,3,45,PSCI거더교,DB-24,9722,2017,6
이동교4교(서울),경기도,포천시,80.2,12.2,2,40,PSCI거더교,DB-24,9722,2017,6
이동교4교(서울),경기도,화성시,80.2,12.2,2,40.1,PSCI거더교,DB-24,9722,2017,6
이동교4교(양주),경기도,화성시,90.2,12.2,2,45.1,PSCI거더교,DB-24,9722,2017,6
이동교4교(양주),경기도,포천시,90.2,12.2,2,45,PSCI거더교,DB-24,9722,2017,6
이목교(강릉0),경기도,수원시 장안구,65,12,3,25,RC중공슬래브교,DB-24,80392,1991,32
이목교(강릉1),경기도,수원시 장안구,65,4.8,3,25,RC중공슬래브교,DB-24,80392,2001,22
이목교(인천0),경기도,수원시 장안구,65,12,3,25,RC중공슬래브교,DB-24,80392,1991,32
이목교(인천1),경기도,수원시 장안구,65,4.8,3,25,RC중공슬래브교,DB-24,80392,2001,22
이천1교(서울),경기도,가평군,210,12.8,7,30,PSCI거더교,DB-24,33402,2009,14
이천1교(양양),경기도,가평군,210,12.8,7,30,PSCI거더교,DB-24,33402,2009,14
이천2교(서울),경기도,가평군,350,12,10,35,PSCI거더교,DB-24,33402,2009,14
이천2교(양양),경기도,가평군,315,12.5,9,35,PSCI거더교,DB-24,33402,2009,14
이천3교(서울),경기도,가평군,90,12.6,3,30,PSCI거더교,DB-24,25812,2009,14
이천3교(양양),경기도,가평군,90,12.6,3,30,PSCI거더교,DB-24,25812,2009,14
이천IC육교(강릉0),경기도,이천시,35.2,12.1,1,35.2,프리플렉스거더교,DB-24,64988,1994,29
이천IC육교(강릉1),경기도,이천시,35.2,13.4,1,35.2,프리플렉스거더교,DB-24,64988,2003,20
이천IC육교(인천0),경기도,이천시,35.2,12.1,1,35.2,프리플렉스거더교,DB-24,64988,1994,29
이천IC육교(인천1),경기도,이천시,35.2,7.2,1,35.2,프리플렉스거더교,DB-24,64988,2003,20
인창교(구리0),경기도,구리시,40.6,20.3,1,40.6,프리플렉스거더교,DB-24,88989,1992,31
인창교(구리1),경기도,구리시,40.6,5.2,1,40.6,프리플렉스거더교,DB-24,88989,2002,21
인창교(판교0),경기도,구리시,40.6,20.3,1,40.6,프리플렉스거더교,DB-24,88989,1992,31
인창교(판교1),경기도,구리시,40.6,5.2,1,40.6,프리플렉스거더교,DB-24,88989,2002,21
인천국제공항고속도로 방화대교,경기도,고양시 덕양구,4053,29.8,70,180,아치교,DB-24,11988,2000,23
일산IC1교,경기도,고양시 덕양구,55.1,22.8,1,55.1,강박스거더교,DB-24,94486,2001,22
일산IC교(일산),경기도,고양시 덕양구,55.2,26.6,3,25,PSC슬래브교,DB-24,94486,2001,22
일산IC교(판교),경기도,고양시 덕양구,55.2,19.4,3,25,PSC슬래브교,DB-24,94486,2001,22
일죽교,경기도,안성시,10,8.5,1,10,라멘교,DB-24,35257,1987,36
일죽육교(남이),경기도,안성시,57,16.1,3,23,RC슬래브교,DB-24,35257,1987,36
일죽육교(하남),경기도,안성시,57,22,3,23,RC슬래브교,DB-24,35257,1987,36
일직JCT1교,경기도,광명시,115,5.1,3,45,강박스거더교,DB-24,63170,2017,6
일직JCT1교(성남),경기도,광명시,115.2,15.7,3,45,강박스거더교,DB-24,63170,1995,28
일직JCT1교(인천),경기도,광명시,115,15.7,3,45,강박스거더교,DB-24,63170,1995,28
일직JCT2교,경기도,광명시,115,8.9,3,45,강박스거더교,DB-24,63170,1995,28
일직JCT3교,경기도,광명시,115,8.9,3,45,강박스거더교,DB-24,63170,1996,27
일직JCT4교,경기도,광명시,115,8.9,3,45,강박스거더교,DB-24,63170,1995,28
일직JCT5교,경기도,광명시,34.9,12.5,1,34.9,프리플렉스거더교,DB-24,63170,1995,28
일직JCTBOX1교,경기도,광명시,11.3,48.5,1,11.3,라멘교,DB-24,63170,1995,28
일직JCTBOX2교,경기도,광명시,9.8,43.1,1,9.8,라멘교,DB-24,63170,1995,28
일직JCTBOX3교,경기도,광명시,11,46.9,1,11,라멘교,DB-24,63170,1995,28
일직JCTBOX4교,경기도,광명시,9.8,50.3,1,9.8,라멘교,DB-24,63170,1995,28
일직JCTBOX5교,경기도,광명시,9.8,36.3,1,9.8,라멘교,DB-24,63170,1995,28
일직JCTBOX6교,경기도,광명시,11,43,1,11,라멘교,DB-24,63170,1995,28
일직JCTBOX7교,경기도,광명시,11,24.8,1,11,라멘교,DB-24,63170,1995,28
일직JCTBOX8교,경기도,광명시,11,18.4,1,11,라멘교,DB-24,63170,1995,28
일직JCTBOX9교,경기도,광명시,11.3,32.1,1,11.3,라멘교,DB-24,63170,1995,28
임원교(강릉),경기도,용인시,24,19,2,12,라멘교,DB-24,68827,2011,12
임원교(인천),경기도,용인시,24,19.8,2,12,라멘교,DB-24,68827,2011,12
입북1교,경기도,수원시 권선구,55,40.9,1,55,강박스거더교,DB-24,35098,2016,7
입북2교,경기도,수원시 권선구,35,31.5,1,35,PSCI거더교,DB-24,35098,2016,7
입북교,경기도,수원시 권선구,25,24.6,1,25,PSCI거더교,DB-24,35098,2016,7
자안1교(상행),경기도,화성시,191.1,22.1,4,55,PSC박스거더교,DB-24,12805,2021,2
자안1교(하행),경기도,화성시,191.1,17.6,4,55.3,PSC박스거더교,DB-24,12805,2021,2
자안교,경기도,화성시,15,35.2,1,15,라멘교,DB-24,12805,2021,2
자안교(목포),경기도,화성시,15,15.7,1,15,라멘교,DB-24,48968,1996,27
자안교(서울),경기도,화성시,15,15.7,1,15,라멘교,DB-24,48968,1996,27
자유로ICR-A교,경기도,고양시 덕양구,221.7,8.9,5,49.1,강박스거더교,DB-24,94486,1997,26
자유로ICR-B교,경기도,고양시 덕양구,243.7,8.9,5,49.1,강박스거더교,DB-24,94486,1997,26
자유로ICR-C교,경기도,고양시 덕양구,480.2,12.5,10,54,강박스거더교,DB-24,94486,2001,22
자유로ICR-D교(0),경기도,고양시 덕양구,186.4,8.9,4,49.1,강박스거더교,DB-24,94486,2001,22
자유로ICR-D교(1),경기도,고양시 덕양구,188.6,5.1,4,49.7,강박스거더교,DB-24,94486,2006,17
자유로ICR-E교,경기도,고양시 덕양구,756.8,8.9,16,53.4,강박스거더교,DB-24,94968,1997,26
자유로ICR-F1교,경기도,고양시 덕양구,30,9,1,30,PSCI거더교,DB-24,94486,2006,17
자유로ICR-F교,경기도,고양시 덕양구,639,8.9,14,50,강박스거더교,DB-24,94968,1997,26
자유로ICR-G2교(일산),경기도,고양시 덕양구,17,19.2,1,17,라멘교,DB-24,94486,2006,17
자유로ICR-G2교(판교),경기도,고양시 덕양구,17,22.6,1,17,라멘교,DB-24,94486,2006,17
자유로ICR-H교(0),경기도,고양시 덕양구,87.9,8.9,2,45,강박스거더교,DB-24,94486,1997,26
자유로ICR-H교(1),경기도,고양시 덕양구,87.9,4.1,2,45,강박스거더교,DB-24,94486,2006,17
작동육교(서울),경기도,부천시 오정구,17,18,1,17,라멘교,DB-24,88924,1992,31
작동육교(인천),경기도,부천시 오정구,17,18,1,17,라멘교,DB-24,88924,1992,31
장덕1육교,경기도,화성시,40,7.4,1,40,PSCI거더교,DB-24,31334,2013,10
장덕2육교,경기도,화성시,40,20.9,1,40,강박스거더교,DB-24,31334,2013,10
장덕교,경기도,화성시,13,24.4,1,13,라멘교,DB-24,31334,2013,10
장심교(광주),경기도,광주시,105.3,16.2,3,35,PSCI거더교,DB-24,28346,2016,7
장심교(원주),경기도,광주시,105.3,14,3,35,PSCI거더교,DB-24,28346,2016,7
장안교,경기도,화성시,12,24.5,1,12,라멘교,DB-24,28589,2013,10
장암1교(이천),경기도,이천시,15,13.7,1,15,라멘교,DB-24,27962,2001,22
장암1교(하남),경기도,이천시,15,13.7,1,15,라멘교,DB-24,27962,2001,22
장암2교(이천),경기도,이천군,14.2,12.2,1,14.2,라멘교,DB-24,27962,2001,22
장암2교(하남),경기도,이천군,14.2,12.2,1,14.2,라멘교,DB-24,27962,2001,22
장암교(남이),경기도,이천시,12,11.7,1,12,라멘교,DB-24,22326,2001,22
장암교(일산),경기도,의정부시,265,19.8,5,65,강박스거더교,DB-24,84565,2006,17
장암교(퇴계원),경기도,의정부시,278,23.4,5,70,강박스거더교,DB-24,84565,2006,17
장암교(하남),경기도,이천시,12,11.7,1,12,라멘교,DB-24,22326,2001,22
장암대교(일산),경기도,의정부시,1136,19.6,22,60,강박스거더교,DB-24,84565,2006,17
장암대교(퇴계원),경기도,의정부시,1084,19.6,21,70,강박스거더교,DB-24,84565,2006,17
장암천1교(남이),경기도,이천시,15,11.9,1,15,라멘교,DB-24,22326,2001,22
장암천1교(하남),경기도,이천시,15,11.9,1,15,라멘교,DB-24,22326,2001,22
장암천교(남이0),경기도,이천시,150,11.5,6,25,RCT거더교,DB-24,48523,1987,36
장암천교(남이1),경기도,이천시,150,12,6,25,RCT거더교,DB-24,48523,1987,36
장암천교(남이2),경기도,이천시,150,6.2,6,25,RCT거더교,DB-24,48523,2001,22
장암천교(남이3),경기도,이천시,150,12.7,6,25,RCT거더교,DB-24,48523,2001,22
장암천교(하남0),경기도,이천시,150,15.1,6,25,RCT거더교,DB-24,48523,1987,36
장암천교(하남1),경기도,이천시,150,7.8,6,25,RCT거더교,DB-24,48523,2001,22
장죽교(제천),경기도,안성시,10,12.6,1,10,라멘교,DB-24,26618,2008,15
장죽교(평택),경기도,안성시,10,12.6,1,10,라멘교,DB-24,26618,2008,15
장풍교(광주),경기도,여주시,90,12.6,3,30,PSCI거더교,DB-24,20399,2016,7
장풍교(원주),경기도,여주시,90,11.9,3,30,PSCI거더교,DB-24,20399,2016,7
장하1교(목포0),경기도,안산시 상록구,10,39.1,1,10,라멘교,DB-24,91739,1995,28
장하1교(목포1),경기도,안산시 상록구,10,32.7,1,10,라멘교,DB-24,91739,2004,19
장하1교(서울),경기도,안산시 상록구,10,78.4,1,10,라멘교,DB-24,91739,1995,28
장하2교(목포0),경기도,안산시 상록구,44.9,18.7,1,44.9,프리플렉스거더교,DB-24,91739,1995,28
장하2교(목포1),경기도,안산시 상록구,45.2,4.1,1,45.2,프리플렉스거더교,DB-24,91739,2001,22
장하2교(목포2),경기도,안산시 상록구,45.2,4.7,1,45.2,프리플렉스거더교,DB-24,91739,2004,19
장하2교(목포3),경기도,안산시 상록구,45.2,6,1,45.2,프리플렉스거더교,DB-24,91739,2015,8
장하2교(서울0),경기도,안산시 상록구,45,15.7,1,45,프리플렉스거더교,DB-24,91739,1995,28
장하2교(서울1),경기도,안산시 상록구,45.2,4.1,1,45.2,프리플렉스거더교,DB-24,91739,2001,22
장하2교(서울2),경기도,안산시 상록구,45.2,4.7,1,45.2,프리플렉스거더교,DB-24,91739,2006,17
장하2교(서울3),경기도,안산시 상록구,45.2,5.8,1,45.2,프리플렉스거더교,DB-24,91739,2015,8
장하3교(목포0),경기도,안산시 상록구,12.5,16.2,1,12.5,라멘교,DB-24,91739,1995,28
장하3교(목포1),경기도,안산시 상록구,12.5,9.6,1,12.5,라멘교,DB-24,91739,2001,22
장하3교(목포2),경기도,안산시 상록구,14,5.8,1,14,라멘교,DB-24,91739,2015,8
장하3교(서울0),경기도,안산시 상록구,14.2,16.4,1,14.2,라멘교,DB-24,91739,1995,28
장하3교(서울1),경기도,안산시 상록구,12.5,5.8,1,12.5,라멘교,DB-24,91739,2001,22
장하3교(서울2),경기도,안산시 상록구,13.1,4.6,1,13.1,라멘교,DB-24,91739,2006,17
장하3교(서울3),경기도,안산시 상록구,15.6,5.8,1,15.6,라멘교,DB-24,91739,2015,8
장흥교,경기도,양주시,15,97.5,1,15,라멘교,DB-24,84565,2007,16
적금교(강릉),경기도,여주군,12,12.1,1,12,라멘교,DB-24,20826,1994,29
적금교(인천),경기도,여주군,12,12.1,1,12,라멘교,DB-24,20826,1994,29
점봉교(강릉),경기도,여주군,29.9,15.4,1,29,프리플렉스거더교,DB-24,24562,1994,29
점봉교(인천),경기도,여주군,29.9,16.2,1,29,프리플렉스거더교,DB-24,24562,1994,29
정남1교(동탄),경기도,화성시,25,19.5,1,25,PSCI거더교,DB-24,49757,2009,14
정남1교(봉담),경기도,화성시,25,19.5,1,25,PSCI거더교,DB-24,49757,2009,14
정남1육교,경기도,화성시,40,10.9,1,40,프리플렉스거더교,DB-24,55397,2009,14
정남2교,경기도,화성시,12,37.5,1,12,라멘교,DB-24,49757,2009,14
정남2육교,경기도,화성시,50,10.9,1,50,강박스거더교,DB-24,55397,2009,14
정남IC교(동탄),경기도,화성시,30,19.4,1,30,PSCI거더교,DB-24,55397,2009,14
정남IC교(봉담),경기도,화성시,30,15.8,1,30,PSCI거더교,DB-24,55397,2009,14
정남교(평택),경기도,화성시,440,15.8,9,50,강박스거더교,DB-24,51000,2009,14
정남교(화성),경기도,화성시,440,15.8,9,50,강박스거더교,DB-24,51000,2009,14
정든교,경기도,화성시,13,24.3,1,13,라멘교,DB-24,28589,2013,10
정문교(평택),경기도,화성시,35,35.3,1,35,PSCI거더교,DB-24,42064,2009,14
정문교(화성),경기도,화성시,35,15.9,1,35,PSCI거더교,DB-24,42064,2009,14
조남1교(목포0),경기도,시흥시,75.2,15.7,3,50,강박스거더교,DB-24,51587,1995,28
조남1교(목포1),경기도,시흥시,73.3,7.2,3,50,강박스거더교,DB-24,51587,2015,8
조남1교(서울0),경기도,시흥시,74.1,15.7,3,50.1,강박스거더교,DB-24,51587,1995,28
조남1교(서울1),경기도,시흥시,74.5,7.3,3,51.2,강박스거더교,DB-24,51587,2015,8
조남1교(일산),경기도,시흥시,300,24.2,6,55,강박스거더교,DB-24,79060,1999,24
조남1교(판교),경기도,시흥시,299.1,30.5,6,55,강박스거더교,DB-24,79060,1999,24
조남2교(목포0),경기도,시흥시,13.9,22.1,1,13.9,라멘교,DB-24,51587,1995,28
조남2교(목포1),경기도,시흥시,13.9,7.2,1,13.9,라멘교,DB-24,51587,2015,8
조남2교(서울0),경기도,시흥시,13.9,20.9,1,13.9,라멘교,DB-24,51587,1995,28
조남2교(서울1),경기도,시흥시,13.9,7.2,1,13.9,라멘교,DB-24,51587,2015,8
조남2교(일산),경기도,시흥시,222.4,22.9,5,50.3,강박스거더교,DB-24,83266,1999,24
조남2교(판교),경기도,시흥시,218,19.3,5,49.7,강박스거더교,DB-24,83266,1999,24
조남3교(목포0),경기도,시흥시,16.6,23.4,1,16.6,라멘교,DB-24,91739,1995,28
조남3교(목포1),경기도,시흥시,15.8,5.5,1,15.8,라멘교,DB-24,91739,2015,8
조남3교(서울0),경기도,시흥시,16.6,23.4,1,16.6,라멘교,DB-24,91739,1995,28
조남3교(서울1),경기도,시흥시,15.6,4,1,15.6,라멘교,DB-24,91739,2015,8
조남3교(일산),경기도,시흥시,332.1,19.3,11,30.3,PSCI거더교,DB-24,83266,1999,24
조남3교(판교0),경기도,시흥시,332.1,19.3,11,30.3,PSCI거더교,DB-24,83266,1999,24
조남3교(판교1),경기도,시흥시,332.1,7.8,11,30.3,PSCI거더교,DB-24,83266,2016,7
조남JCTRamp-B교(0),경기도,시흥시,135,9,3,55,강박스거더교,DB-24,79060,1999,24
조남JCTRamp-B교(1),경기도,시흥시,135.2,5.6,3,55,강박스거더교,DB-24,79060,2015,8
조남JCTRamp-G교,경기도,시흥시,12,12.6,1,12,라멘교,DB-24,79060,2015,8
조남JCTRamp-H교,경기도,시흥시,70,9,2,35,강박스거더교,DB-24,79060,1999,24
조암IC Ramp-A1교,경기도,화성시,15,15.6,1,15,라멘교,DB-24,31334,2013,10
조암IC Ramp-A2교,경기도,화성시,13,23,1,13,라멘교,DB-24,31334,2013,10
조암IC Ramp-A3교,경기도,화성시,21,32.5,1,21,라멘교,DB-24,31334,2013,10
조암IC Ramp-D교,경기도,화성시,15,8.5,1,15,라멘교,DB-24,31334,2013,10
조암IC교,경기도,화성시,30,27.9,1,30,PSCI거더교,DB-24,31334,2013,10
조원교(강릉),경기도,수원시 장안구,50.6,16.8,2,25.3,PSCI거더교,DB-24,82280,2001,22
조원교(강릉1),경기도,수원시 장안구,50.4,4.6,2,25.3,PSCI거더교,DB-24,82280,2013,10
조원교(인천0),경기도,수원시 장안구,50.6,16.8,2,25.3,PSCI거더교,DB-24,82280,2001,22
조원교(인천1),경기도,수원시 장안구,50.6,4.6,2,25.3,PSCI거더교,DB-24,82280,2006,17
좌의천교(구리),경기도,포천시,80.6,24.6,2,40.3,PSCI거더교,DB-24,18494,2017,6
좌의천교(구리),경기도,포천시,80.6,24.6,2,40.3,PSCI거더교,DB-24,18494,2017,6
좌의천교(포천),경기도,포천시,80.6,24.6,2,40.3,PSCI거더교,DB-24,18494,2017,6
좌의천교(포천),경기도,포천시,80.6,24.6,2,40.3,PSCI거더교,DB-24,18494,2017,6
주곡1교,경기도,화성시,25,24.5,1,25,PSCI거더교,DB-24,31334,2013,10
주곡2교,경기도,화성시,12,24.3,1,12,라멘교,DB-24,31334,2013,10
주곡3교,경기도,화성시,12,24.5,1,12,라멘교,DB-24,31334,2013,10
주교1교(일산),경기도,고양시 덕양구,120,20.6,8,15,RC슬래브교,DB-24,74977,2006,17
주교1교(퇴계원),경기도,고양시 덕양구,120,19,8,15,RC슬래브교,DB-24,74977,2006,17
주교2교(일산),경기도,고양시 덕양구,55,25.6,2,41.8,프리플렉스거더교,DB-24,74977,2006,17
주교2교(퇴계원),경기도,고양시 덕양구,55,24.9,2,41.8,프리플렉스거더교,DB-24,74977,2006,17
주교3교(일산),경기도,고양시 덕양구,250,20.6,5,50,강박스거더교,DB-24,74977,2006,17
주교3교(퇴계원),경기도,고양시 덕양구,250,19,5,50,강박스거더교,DB-24,74977,2006,17
주록교(광주),경기도,여주시,70.4,12.7,2,35,PSCI거더교,DB-24,26153,2016,7
주록교(원주),경기도,여주시,70.4,12.6,2,35,PSCI거더교,DB-24,26153,2016,7
주북1교(강릉0),경기도,용인시,12.5,4.9,1,12.5,라멘교,DB-24,68827,1994,29
주북1교(강릉1),경기도,용인시,12.5,14.4,1,12.5,라멘교,DB-24,68827,2011,12
주북1교(인천1),경기도,용인시 처인구,12.5,9.2,1,12.5,라멘교,DB-24,68827,1994,29
주북1교(인천2),경기도,용인시,12.5,12.5,1,12.5,라멘교,DB-24,68827,1994,29
주북2교(강릉),경기도,용인시,30.8,19.7,1,30.8,PSCI거더교,DB-24,68827,2011,12
주북2교(인천),경기도,용인시,30.8,19.2,1,30.8,PSCI거더교,DB-24,68827,2011,12
주북3교(강릉),경기도,용인시,8,19.8,1,8,라멘교,DB-24,68827,2011,12
주북3교(인천1),경기도,용인시,8,12.6,1,8,라멘교,DB-24,68827,2011,12
주북3교(인천2),경기도,용인시,8,12.8,1,8,라멘교,DB-24,68827,2011,12
주암교(광주),경기도,여주시,420,12.6,12,35,PSCI거더교,DB-24,19919,2016,7
주암교(원주),경기도,여주시,420,11.9,12,35,PSCI거더교,DB-24,19919,2016,7
주을천교(일산),경기도,구리시,385.1,23,6,70,강박스거더교,DB-24,62323,2002,21
주을천교(판교),경기도,구리시,385.1,23,6,70,강박스거더교,DB-24,62323,2002,21
죽전육교(부산),경기도,용인시 수지구,40.4,23,1,40.4,프리플렉스거더교,DB-24,105559,1992,31
죽전육교(서울),경기도,용인시 수지구,40.4,20.8,1,40.4,프리플렉스거더교,DB-24,105559,1992,31
중동ICR-A교,경기도,부천시 원미구,240,11,4,60,강박스거더교,DB-24,123330,1998,25
중동ICR-B교,경기도,부천시 원미구,240,11,4,60,강박스거더교,DB-24,123330,1998,25
중동ICR-C교,경기도,부천시 원미구,180,11,3,60,강박스거더교,DB-24,123330,1998,25
중동ICR-D교,경기도,부천시 원미구,180,11,3,60,강박스거더교,DB-24,123330,1998,25
중랑IC1교,서울특별시,중랑구,110.1,8.6,2,55.1,강박스거더교,DB-24,28404,2017,6
중랑IC2교,서울특별시,중랑구,295.2,8.7,6,65,강박스거더교,DB-24,28404,2017,6
중랑IC2지하차도,서울특별시,중랑구,33,8.2,1,33,기타,DB-24,,2017,6
중랑IC3교,서울특별시,중랑구,35.1,8.5,1,35.1,강박스거더교,DB-24,28404,2017,6
중랑IC3교,서울특별시,중랑구,35.1,8.5,1,35.1,강박스거더교,DB-24,28404,2017,6
중랑IC교(구리),서울특별시,중랑구,285.1,15.9,6,55,강박스거더교,DB-24,28404,2017,6
중랑IC교(포천),서울특별시,중랑구,285.1,19.7,6,55,강박스거더교,DB-24,28404,2017,6
중앙교,경기도,안산시 단원구,50,24.3,1,50,RC박스거더교,DB-24,32968,2013,10
지곶교(동탄),경기도,오산시,50,12.2,1,50,강박스거더교,DB-24,38427,2009,14
지곶교(봉담),경기도,오산시,50,12.3,1,50,강박스거더교,DB-24,38427,2009,14
지곶육교,경기도,오산시,35,10.9,1,35,프리플렉스거더교,DB-24,38427,2009,14
지문육교(부산),경기도,안성시,8.3,19.3,1,8.3,라멘교,DB-24,88202,1993,30
지문육교(서울),경기도,안성시,8.3,19.3,1,8.3,라멘교,DB-24,88202,1993,30
지월1교(이천),경기도,광주시,120.5,12.2,4,30.2,PSCI거더교,DB-24,39862,2001,22
지월1교(하남),경기도,광주시,120.5,12.2,4,30.2,PSCI거더교,DB-24,39862,2001,22
지월교(남이),경기도,광주시,50,12.4,2,25,PSCI거더교,DB-24,28639,1987,36
지월교(하남),경기도,광주시,50,12.4,2,25,PSCI거더교,DB-24,28639,1987,36
진목육교(부산),경기도,용인시,12,21.3,1,12,라멘교,DB-24,88202,1993,30
진목육교(서울),경기도,용인시,12,24,1,12,라멘교,DB-24,88202,1993,30
진우1교(이천),경기도,광주시,90,12.2,3,30,PSCI거더교,DB-24,27962,2001,22
진우1교(하남),경기도,광주시,90,12.2,3,30,PSCI거더교,DB-24,27962,2001,22
진우교(이천),경기도,광주시,30,12.2,2,15,라멘교,DB-24,27962,2001,22
진우교(하남),경기도,광주시,30,12.2,2,15,라멘교,DB-24,27962,2001,22
진우육교(남이),경기도,광주시,39,11.9,3,15,PSC슬래브교,DB-24,22899,1987,36
진우육교(하남),경기도,광주시,39,11.9,3,15,PSC슬래브교,DB-24,22899,1987,36
진위천교(부산),경기도,용인시 처인구,162.2,19.3,4,45,강박스거더교,DB-24,88202,1993,30
진위천교(서울),경기도,용인시 처인구,162.2,19.3,4,45,강박스거더교,DB-24,88202,1993,30
진위천교(제천),경기도,평택시,850,15.7,17,50,PSC박스거더교,DB-24,37636,2002,21
진위천교(평택),경기도,평택시,850,15.7,17,50,PSC박스거더교,DB-24,37636,2002,21
차산1교(서울),경기도,남양주시,10,16.1,1,10,라멘교,DB-24,32429,2009,14
차산1교(양양),경기도,남양주시,10,11.8,1,10,라멘교,DB-24,32429,2009,14
차산2교(서울),경기도,남양주시,245,12.6,7,35,PSCI거더교,DB-24,32429,2009,14
차산2교(양양),경기도,남양주시,245,12,7,35,PSCI거더교,DB-24,32429,2009,14
