시설명,시도,시군구,총길이,총폭,경간수,최대경간장,상부구조,설계하중,교통량,준공년도,준공후경과년수
어유2교,경기도,파주시,70,28.9,2,35,기타,DB-24,4858,2018,5
어정1교(수원방향),경기도,용인시 기흥구,246,20,6,41,기타,DB-24,33506,2019,4
어정1교(용인방향),경기도,용인시 기흥구,246,20,6,41,기타,DB-24,33506,2019,4
어정R-D1교,경기도,용인시 기흥구,120,8.5,4,30,PSCI거더교,DB-24,33506,2019,4
여수고가교,경기도,성남시 중원구,245,28.5,3,82,강박스거더교,DB-24,60805,2001,22
여의중류램프교,서울특별시,영등포구,234,5.5,6,66,강박스거더교,DB-24,33252,2019,4
역동교,경기도,용인시 처인구,45,21.2,1,45,PSCI거더교,DB-24,33506,2018,5
연곡1교(상),경기도,포천시,420,10.9,14,30,PSCI거더교,DB-24,5351,2006,17
연곡1교(하),경기도,포천시,360,10.9,12,30,PSCI거더교,DB-24,5351,2006,17
연곡2교(상),경기도,포천시,90,10.5,3,30,PSCI거더교,DB-24,2513,2006,17
연곡2교(하),경기도,포천시,90,10.5,3,30,PSCI거더교,DB-24,2513,2006,17
연곡3교(상),경기도,포천시,30,10.5,1,30,PSCI거더교,DB-24,2513,2006,17
연곡3교(하),경기도,포천시,30,10.5,1,30,PSCI거더교,DB-24,2513,2006,17
연양육교,경기도,여주시,18,26.4,1,18,라멘교,DB-24,13356,1999,24
연천IC교,경기도,연천군,15,28.9,1,15,라멘교,DB-24,8906,2017,6
연평IC교,경기도,남양주시,130,21.1,3,50,강박스거더교,DB-24,18358,2017,6
연평교,경기도,남양주시,80,21.1,1,30,기타,DB-24,18358,2017,6
연풍과선교,경기도,파주시,25,16,1,25,PSCI거더교,DB-24,12482,2003,20
연하교,경기도,가평군,30.4,21,1,30.4,PSCI거더교,DB-24,7567,2010,13
열미1교(상),경기도,광주시,180,14.9,6,30,PSCI거더교,DB-24,40914,2017,6
열미1교(하),경기도,광주시,180,14.9,6,30,PSCI거더교,DB-24,40914,2017,6
열미2교,경기도,광주시,30.5,27.9,1,30.5,PSCI거더교,DB-24,20523,2017,6
열미3교(RAMP-D),경기도,광주시,30.5,7.9,1,30.5,PSCI거더교,DB-24,20523,2017,6
열미4교(RAMP-E),경기도,광주시,30.4,7.9,1,30.4,PSCI거더교,DB-24,20523,2017,6
열미IC교,경기도,광주시,35.1,27.9,1,35.1,PSCI거더교,DB-24,40914,2017,6
영남교,경기도,화성시,43.2,36,1,43.2,PSCI거더교,DB-24,8466,2016,7
영덕고가차도(상),경기도,용인시 기흥구,460,15.9,8,60,강박스거더교,DB-24,33506,1999,24
영덕고가차도(하),경기도,용인시 기흥구,460,15.9,8,60,강박스거더교,DB-24,33506,1999,24
영동6교,서울특별시,강남구,200,50,5,50,PSCI거더교,DB-24,,1985,38
영등포로타리교,서울특별시,영등포구,218,15,8,29,PSCI거더교,DB-18,,1976,47
영로대교,경기도,포천시,756,12.4,13,105,PSCI거더교,DB-24,1802,2017,6
영릉1교,경기도,여주시,15,34.1,1,15,라멘교,DB-24,17619,2007,16
영릉2교(상),경기도,여주시,58.2,14.5,1,58.2,강박스거더교,DB-24,17619,2007,16
영릉2교(하),경기도,여주시,58.2,14.5,1,58.2,강박스거더교,DB-24,17619,2007,16
영릉3교,경기도,여주시,30.1,21,1,30.1,PSCI거더교,DB-24,17619,2007,16
영릉IC교,경기도,여주시,30.3,21,1,30.3,PSCI거더교,DB-24,17619,2007,16
영릉육교,경기도,여주시,330,7.5,8,50,강박스거더교,DB-24,17619,2007,16
영시교,경기도,양평군,15,10.5,1,15,라멘교,DB-24,5776,1992,31
영연교,경기도,수원시 장안구,30,35,3,10,RC슬래브교,DB-24,44932,1979,44
영중교,경기도,포천시,100,19,4,25,PSCI거더교,DB-24,8678,1992,31
영평천교,경기도,포천시,315.4,13.4,6,55,PSCI거더교,DB-24,12956,2020,3
예술공원고가차도,경기도,안양시 만안구,260,25,7,50,강박스거더교,DB-24,44932,1994,29
오금교,경기도,파주시,100,46,2,50,강박스거더교,DB-24,11578,1992,31
오류(철도)고가교,서울특별시,구로구,46.5,75.4,1,46.5,강플레이트거더교,DB-24,33252,1986,37
오리교,경기도,김포시,50,18.5,4,14,라멘교,DB-24,20163,1997,26
오리교1,경기도,양주시,30,22,1,30,PSC슬래브교,DB-24,35532,2015,8
오리교2,경기도,양주시,30,15,1,30,PSC슬래브교,DB-24,35532,2015,8
오목교,경기도,가평군,55,14.8,3,19.5,RC슬래브교,DB-24,3765,1997,26
오빈IC교(상),경기도,양평군,52.1,10.6,1,52.1,강박스거더교,DB-24,18890,2011,12
오빈IC교(하),경기도,양평군,49,21.1,1,49,강박스거더교,DB-24,18890,2011,12
오산육교,경기도,용인시 처인구,12,22.5,1,12,라멘교,DB-24,26567,2001,22
오성1교,경기도,평택시,10,37.5,1,10,라멘교,DB-24,37918,2016,7
오성2교,경기도,평택시,95,28.1,2,47.5,프리플렉스거더교,DB-24,37918,2016,7
오성IC교,경기도,평택시,35,31.9,1,35,PSCI거더교,DB-24,37918,2016,7
오이고가교,경기도,시흥시,210,17.4,4,60,강박스거더교,DB-24,15974,2015,8
오천교,경기도,이천시,62,19.5,4,17,RC슬래브교,DB-24,15314,1997,26
오천교차1교,경기도,이천시,12,11,1,12,RC슬래브교,DB-24,15314,2004,19
오천교차2교,경기도,이천시,12,11,1,12,RC슬래브교,DB-24,15314,2004,19
오포육교,경기도,광주시,50,19.5,2,25,PSCI거더교,DB-24,38403,2001,22
오향교,경기도,광주시,150,35.9,5,30,PSCI거더교,DB-24,20523,2017,6
옥구고가교,경기도,시흥시,295,7.3,7,45,강박스거더교,DB-24,15974,2008,15
옥병교,경기도,포천시,225,12.5,5,45,PSCI거더교,DB-24,3252,2020,3
옥산1천교,경기도,연천군,45,20.9,1,45,PSCI거더교,DB-24,1839,2017,6
옥산2천교,경기도,연천군,45,20.9,1,45,PSCI거더교,DB-24,1839,2017,6
옥산3천교,경기도,연천군,30,20.9,1,30,PSCI거더교,DB-24,1839,2017,6
옥산교,경기도,연천군,15,20.9,1,15,라멘교,DB-24,1839,2017,6
옥정교,경기도,양주시,46,27.9,1,46,PSC슬래브교,DB-24,35532,2015,8
와초IC교,경기도,연천군,30,20.9,1,30,PSCI거더교,DB-24,1839,2017,6
왕곡교,경기도,의왕시,50,17,2,25,RC슬래브교,DB-24,44932,1973,50
왕림교(상),경기도,화성시,30,16.7,1,30,프리플렉스거더교,DB-24,26760,2015,8
왕림교(하),경기도,화성시,30,16.7,1,30,프리플렉스거더교,DB-24,26760,2015,8
왕산소교,경기도,용인시 처인구,22,22.5,2,11,RC슬래브교,DB-24,14202,1997,26
왕숙교,경기도,남양주시,200,35,8,25,PSCI거더교,DB-24,24423,1977,46
외안흥교,경기도,동두천시,330,21.2,9,50,PSC슬래브교,DB-24,9865,2018,5
요당IC 1교,경기도,화성시,11.8,25,1,11.8,라멘교,DB-24,11070,2014,9
요당IC 2교,경기도,화성시,10,29.3,1,10.1,라멘교,DB-24,11070,2014,9
요당IC RAMP-A교,경기도,화성시,480.3,10.5,8,70,강박스거더교,DB-24,11070,2014,9
요당IC Ramp-B교,경기도,화성시,11.3,20.8,1,11.3,라멘교,DB-24,11070,2014,9
요당IC 육교,경기도,화성시,25.3,65,1,25.3,라멘교,DB-24,11070,2014,9
요당교,경기도,화성시,30.4,20.9,1,30.4,PSCI거더교,DB-24,11070,2014,9
요당교,경기도,화성시,12,25,1,12,라멘교,DB-24,18748,2006,17
요덕교,경기도,용인시 처인구,150,19.5,5,30,PSCI거더교,DB-24,27169,2004,19
용담대교,경기도,양평군,2380,10.8,48,50,강박스거더교,DB-24,23122,1996,27
용두교,경기도,양평군,90,19.5,3,30,PSCI거더교,DB-24,4712,2000,23
용두육교,경기도,양평군,45,18.5,1,45,강박스거더교,DB-24,4712,2000,23
용문IC교,경기도,양평군,15,19.5,1,15,라멘교,DB-24,11235,2000,23
용문교,경기도,양평군,540,19.5,9,60,강박스거더교,DB-24,11235,2000,23
용바위교,경기도,연천군,250,21.2,5,50,PSC중공슬래브교,DB-24,5463,2018,5
용설1교,경기도,안성시,150,20.9,5,30,PSCI거더교,DB-24,7587,2015,8
용설2교,경기도,안성시,30,20.9,1,30,PSCI거더교,DB-24,7587,2015,8
용설3교,경기도,안성시,150,20.9,3,60,강박스거더교,DB-24,7587,2015,8
용수교(상),경기도,광주시,392,14.9,12,45,PSCI거더교,DB-24,40914,2017,6
용수교(하),경기도,광주시,392,14.9,12,45,PSCI거더교,DB-24,40914,2017,6
용암1교,경기도,양주시,45.1,21.2,2,45,PSCI거더교,DB-24,23786,2014,9
용암2교,경기도,양주시,45.1,21.2,1,45.1,PSCI거더교,DB-24,23786,2014,9
용인교,경기도,용인시 처인구,84,35,6,14,RC슬래브교,DB-24,24978,1992,31
용정2육교,경기도,포천시,40,35.4,1,40,강박스거더교,DB-24,6543,2014,9
용정교,경기도,남양주시,120,21.1,3,40,PSCI거더교,DB-24,18358,2016,7
용정교,경기도,포천시,53.5,32,3,19,라멘교,DB-24,6543,2014,9
우곡교,경기도,이천시,50,28,1,50,강박스거더교,DB-24,14311,2018,5
우산교,경기도,양주시,35,30.5,1,35,PSC슬래브교,DB-24,35532,2015,8
우암교,경기도,연천군,220,19.5,4,60,강박스거더교,DB-24,5853,1999,24
운악교,경기도,포천시,60,20.9,2,30,PSCI거더교,DB-24,14083,2003,20
운양교,경기도,김포시,45.1,27.9,1,45,강박스거더교,DB-24,23929,2006,17
운천3교,경기도,포천시,17.4,19.5,1,17.4,라멘교,DB-24,4811,1997,26
운천4교,경기도,포천시,15,19.5,1,15,라멘교,DB-24,4811,1997,26
울대3교(상),경기도,양주시,186,9.5,3,75,강박스거더교,DB-24,10642,2016,7
울대3교(하),경기도,양주시,186,9.5,3,75,강박스거더교,DB-24,10642,2016,7
울대4교(상),경기도,양주시,10,16.5,1,10,RC박스거더교,DB-24,10642,2016,7
울대4교(하),경기도,양주시,10,16.5,1,10,RC박스거더교,DB-24,10642,2016,7
울대5교,경기도,양주시,30,21.1,1,30,PSCI거더교,DB-24,10642,2016,7
울업천교,경기도,가평군,15,19.1,1,15,라멘교,DB-24,2028,2018,5
원곡물류단지램프교,경기도,안성시,140,8,3,50,강박스거더교,DB-24,21819,2014,9
원당대교(상),경기도,고양시 덕양구,590,10.5,11,7,강박스거더교,DB-24,13412,2021,2
원당대교(하),경기도,고양시 덕양구,610,10.5,11,70,강박스거더교,DB-24,13412,2021,2
원당육교,경기도,고양시 덕양구,110,12,3,40,PSCI거더교,DB-24,13412,2021,2
원대교,경기도,용인시 처인구,42.1,19.5,3,16,RC슬래브교,DB-24,10203,1998,25
원대교,경기도,가평군,25,18.9,1,25,PSCI거더교,DB-24,18724,1987,36
원덕성교,경기도,용인시 처인구,12,19.5,1,12,RC슬래브교,DB-24,30166,2004,19
원천교,경기도,수원시 영통구,48,40,4,12,RC슬래브교,DB-24,33506,1984,39
원천교,경기도,용인시 처인구,39,19.5,3,15,라멘교,DB-24,37511,2004,19
원천육교,경기도,용인시 처인구,270,18.5,9,30,PSCI거더교,DB-24,37511,2004,19
원촌교,경기도,용인시 처인구,210,19.5,7,30,PSCI거더교,DB-24,37511,2004,19
월덕보교,경기도,양주시,40,28,1,40,프리플렉스거더교,DB-24,35532,2015,8
월롱교,경기도,파주시,101.1,19.5,7,15,RC슬래브교,DB-24,17216,2000,23
월송교,경기도,여주시,60.5,30.2,2,30.2,PSCI거더교,DB-24,,2007,16
월송육교,경기도,여주시,40,7,1,40.1,PSCI거더교,DB-24,17619,2007,16
월양천교,경기도,이천시,25,21,1,25,PSCI거더교,DB-24,8490,2018,5
월정육교,경기도,안성시,12,24.7,1,12,라멘교,DB-24,12041,1998,25
월피교,경기도,안산시 상록구,45,70,4,12.5,RC슬래브교,DB-24,63405,1978,45
유곡교,경기도,양평군,90,19.5,3,30,PSCI거더교,DB-24,4608,2000,23
유덕교,경기도,화성시,30,19.5,2,15,라멘교,DB-24,26760,1996,27
유방교,경기도,용인시 처인구,24,22,2,17.5,라멘교,DB-24,15291,2010,13
유산1교,경기도,이천시,30,19.5,1,30,PSCI거더교,DB-24,15314,2004,19
유산2교,경기도,이천시,240,19.5,8,30,PSCI거더교,DB-24,15314,2004,19
유산교차교,경기도,이천시,30,19.5,1,30,PSCI거더교,DB-24,15314,2004,19
율곡1교,경기도,파주시,17,20.9,1,15.1,라멘교,DB-24,9592,2000,23
율곡3교,경기도,파주시,100.2,21,3,40,강박스거더교,DB-24,9592,2000,23
율길1교,경기도,가평군,30,21,1,30,PSCI거더교,DB-24,7567,2010,13
율길2교,경기도,가평군,30,21,1,30,PSCI거더교,DB-24,7567,2010,13
율길3교,경기도,가평군,14,20.1,1,14,라멘교,DB-24,7567,2010,13
율암1교,경기도,화성시,45,8,1,45,프리플렉스거더교,DB-24,22627,2008,15
율암2교,경기도,화성시,35,8,1,35,프리플렉스거더교,DB-24,22627,2008,15
율암교,경기도,화성시,30,30,1,30,프리플렉스거더교,DB-24,22627,2008,15
율암육교,경기도,화성시,40,27.5,1,40,프리플렉스거더교,DB-24,29724,2002,21
은계대교,경기도,오산시,150.6,35.9,6,25.1,PSCI거더교,DB-24,21584,1982,41
은대IC교,경기도,연천군,130,20.9,3,50,PSC슬래브교,DB-24,5853,2018,5
은대과선교,경기도,연천군,50,38.9,1,50,PSC슬래브교,DB-24,5463,2018,5
은대육교,경기도,연천군,30.1,20,1,30.1,프리플렉스거더교,DB-24,8906,1997,26
은행2육교,경기도,시흥시,50,25,1,50,강박스거더교,DB-24,11998,1994,29
은현IC RAMPE교,경기도,양주시,80,8,2,40,기타,DB-24,23786,2014,9
은현IC교,경기도,양주시,15,25,1,15,라멘교,DB-24,23786,2014,9
은현교,경기도,양주시,80,20.9,2,40,기타,DB-24,23786,2014,9
응암 RAMP-B교,경기도,이천시,52,6,1,52,강박스거더교,DB-24,14150,2018,5
응암 RAMP-C교,경기도,이천시,52,6,1,52,강박스거더교,DB-24,14150,2018,5
응암1교,경기도,이천시,52,20.9,1,52,강박스거더교,DB-24,14150,2018,5
응암2교,경기도,이천시,52,21,1,52,강박스거더교,DB-24,14150,2018,5
의정부교,경기도,의정부시,75,25,5,15,라멘교,DB-24,35532,1999,24
이동교(상),경기도,안성시,120,17.3,4,30,PSCI거더교,DB-24,17117,2004,19
이동교(하),경기도,안성시,120,17.3,4,30,PSCI거더교,DB-24,17117,2004,19
이산포IC1교,경기도,고양시 일산서구,208,8,8,28,강박스거더교,DB-24,68149,1992,31
이산포IC2교,경기도,고양시 일산서구,90,12.6,6,15,RC슬래브교,DB-24,68149,1992,31
이산포IC교,경기도,고양시 일산서구,175,42.5,5,35,강박스거더교,DB-24,68149,1992,31
이의교,경기도,수원시 영통구,20,41.5,2,10,RCT거더교,DB-24,26567,1997,26
이치1교,경기도,이천시,80,19.5,2,40,PSCI거더교,DB-24,15314,2004,19
이치2교,경기도,이천시,40,19.5,1,40,PSCI거더교,DB-24,15314,2004,19
이패2교,경기도,남양주시,22,19,2,11,RC슬래브교,DB-24,24423,1993,30
이현교,경기도,안성시,15,19.5,1,15,라멘교,DB-24,17117,2005,18
이호대교,경기도,여주시,910,21,17,70,강박스거더교,DB-24,13356,1999,24
이호육교,경기도,여주시,30,26,1,30,프리플렉스거더교,DB-24,13356,1999,24
인덕원교,경기도,안양시 동안구,60,50,5,12,RC슬래브교,DB-24,38816,1993,30
일동I/C교,경기도,포천시,30,20.9,1,30,PSCI거더교,DB-24,4603,2003,20
일영1교(상),경기도,양주시,210,10.6,4,55,강박스거더교,DB-24,9698,2016,7
일영1교(하),경기도,양주시,230,10.6,5,50,강박스거더교,DB-24,9698,2016,7
일영2교(상),경기도,양주시,320,10.6,8,40,PSCI거더교,DB-24,9698,2016,7
일영2교(하),경기도,양주시,320,10.6,8,40,PSCI거더교,DB-24,9698,2016,7
임송IC교,경기도,남양주시,135,11.4,3,55,강박스거더교,DB-24,18066,2016,7
임송교,경기도,남양주시,197.8,19.5,7,28.4,PSCI거더교,DB-24,18066,1994,29
임송교,경기도,남양주시,12.5,21,1,12.5,라멘교,DB-24,18066,2016,7
임진1교,경기도,파주시,14.7,21,1,13,라멘교,DB-24,9592,2000,23
임진2교,경기도,파주시,14.6,21,1,13,라멘교,DB-24,9592,2000,23
자금IC R-A교,경기도,의정부시,40.1,7.9,1,40.1,PSCI거더교,DB-24,35532,2015,8
자금IC R-B1교,경기도,의정부시,255,8,5,55,강박스거더교,DB-24,35532,2015,8
자금IC R-B2교,경기도,의정부시,15,8.6,1,15,라멘교,DB-24,35532,2015,8
자금IC R-C1교,경기도,의정부시,120,8,3,50,강박스거더교,DB-24,35532,2015,8
자금IC R-C2교,경기도,의정부시,45.1,8,1,45.1,프리플렉스거더교,DB-24,35532,2015,8
자금IC R-E교,경기도,의정부시,300,8,6,55,강박스거더교,DB-24,35532,2015,8
자금IC R-F교,경기도,의정부시,130,8,3,50,프리플렉스거더교,DB-24,35532,2015,8
자금교,경기도,의정부시,440,28,9,50,강박스거더교,DB-24,35532,2015,8
자안1육교,경기도,화성시,30,23.5,1,30,PSCI거더교,DB-24,28089,2002,21
자안2육교,경기도,화성시,45,19.5,1,45,강박스거더교,DB-24,28089,2002,21
자안교,경기도,화성시,40,19.5,1,40,강플레이트거더교,DB-24,28089,2002,21
자작1교(상),경기도,가평군,180,14,6,30,PSCI거더교,DB-24,7567,2010,13
자작1교(하),경기도,가평군,150,10.5,5,30,PSCI거더교,DB-24,7567,2010,13
자작2교(상),경기도,가평군,300,14,10,30,PSCI거더교,DB-24,7567,2010,13
자작2교(하),경기도,가평군,270,10.5,9,30,PSCI거더교,DB-24,7567,2010,13
자작3교(상),경기도,가평군,120,10.5,4,30,PSCI거더교,DB-24,7567,2010,13
자작3교(하),경기도,가평군,120.2,10.5,4,30,PSCI거더교,DB-24,7567,2010,13
자작4교(상),경기도,가평군,120,10.5,4,30,PSCI거더교,DB-24,7567,2010,13
자작4교(하),경기도,가평군,120,10.5,4,30,PSCI거더교,DB-24,7567,2010,13
자치울교(2+760라멘교),경기도,화성시,12,20.9,1,12,라멘교,DB-24,17934,2014,9
잠실대교,서울특별시,송파구,1280,35,32,40,강플레이트거더교,DB-24,60805,2004,19
장감교,경기도,포천시,28.4,11,2,14.2,라멘교,DB-24,1276,1996,27
장곡IC육교,경기도,김포시,45,13.2,1,45,강박스거더교,DB-24,44004,2003,20
장기IC교,경기도,김포시,35.1,32,1,35,프리플렉스거더교,DB-24,23929,2006,17
장단1교(상),경기도,파주시,45,11.4,1,45,강박스거더교,DB-24,4146,2003,20
장단1교(하),경기도,파주시,45,11.4,1,45,강박스거더교,DB-24,4146,2003,20
장단2교,경기도,파주시,45,21,1,45,강박스거더교,DB-24,4146,2003,20
장단3교,경기도,파주시,45,21,1,45,강박스거더교,DB-24,4146,2003,20
장록교,경기도,이천시,75,19.5,3,25,PSCI거더교,DB-24,15314,2004,19
장록교차교,경기도,이천시,28,19.5,2,14,RC슬래브교,DB-24,15314,2004,19
장서육교,경기도,안성시,90,19.5,3,30,PSCI거더교,DB-24,17117,2004,19
장승교,경기도,포천시,50,11,3,16.7,RC슬래브교,DB-24,4353,1995,28
장신교,경기도,이천시,17,86.6,1,17,라멘교,DB-24,20523,2017,6
장암1교(상),경기도,포천시,210,10,7,30,PSCI거더교,DB-24,2513,2006,17
장암1교(하),경기도,포천시,210,10.5,7,30,PSCI거더교,DB-24,2513,2006,17
장암2교(상),경기도,포천시,150,10.5,5,30,PSCI거더교,DB-24,2513,2006,17
장암2교(하),경기도,포천시,150,10.5,5,30,PSCI거더교,DB-24,2513,2006,17
장암3교(상),경기도,포천시,380,10,8,50,PSC박스거더교,DB-24,2513,2006,17
장암3교(하),경기도,포천시,380,10,8,50,PSC박스거더교,DB-24,2513,2006,17
장암IC 1교,경기도,의정부시,130,11,3,50,강박스거더교,DB-24,35532,2015,8
장암IC 2교,경기도,의정부시,150,11,3,60,강박스거더교,DB-24,35532,2015,8
